,post_message,num_like_post,num_comment_post,num_share_post
807,Người phụ_nữ ở Đà_Nẵng chuyển nhầm 300 triệu vào tài_khoản người đàn_ông ở Thanh_Hóa . Gọi điện xin lại thì ông này không cho_nên đã trình_báo công_an . 300 triệu không dễ nuốt đâu ._Khéo lại đi tù vài tháng vì tội chiếm_đoạt tài_sản .,39,25,5
547,"Dự_án đường_sắt trên cao Cát_Linh - Hà_Đông do Bộ_GTVT làm_chủ đầu_tư , được xây_dựng bằng nguồn vốn tài_trợ từ chính_phủ Trung_Quốc theo Hiệp_định_khung ký ngày 30/5/2008 giữa Chính_phủ Việt_Nam và chính_phủ Trung_Quốc . Ðường sắt đô_thị Cát_Linh-Hà_Ðông dài 13,5 km . Tổng vốn đầu_tư ban_đầu hơn 552 triệu USD sau đó bị đội lên 891,9 triệu USD ( sử_dụng vốn vay ODA Trung_Quốc và đối_ứng của Việt_Nam , bằng hợp_đồng vay ký lần đầu năm 2008 , sau đó ký vay bổ_sung năm 2017 . Dự_án khởi_công tháng 10/2011 , ban_đầu dự_kiến dự_án hoàn_thành và đưa vào khai_thác thương_mại từ tháng 6/2015 . Sau đó lùi tới tháng 6/2016 , rồi tháng 12/2016 , tháng 2/2017 , tháng 10/2017 , quý II / 2018 , cuối năm 2018 , tháng 4/2019 . Tuy_nhiên , tới nay dự_án vẫn chưa hẹn ngày về đích , Bộ_GTVT vẫn nói “ phấn_đấu ” hoàn_thành trong năm 2019 . Đến nay sau 11 năm phê_duyệt , 8 năm thi_công , dự_án đường_sắt trên cao Cát_Linh - Hà_Đông đã hoàn_thành tới 99 % khối_lượng và chỉ còn 1 % các hạng_mục phụ_trợ , nhưng vẫn chưa_thể cán đích và đã 8 lần lỡ_hẹn từ chạy thử đến khai_thác thương_mại các đoàn tàu với người dân Thủ_đô .",43,32,10
949,Hồ_Duy_Hải còn con đường nào để bảo_toàn mạng sống ? [ < URL > ] ( <_URL_> ),144,52,21
1480,""" TÔI SỐNG ĐỂ KỂ_LẠI ! "" Một người sống_sót sau khi bị lây_nhiễm coronavirus đã kể lại câu_chuyện của mình trên báo_chí và các kênh_truyền_hình Mỹ Fox_News , CNN … Ông Clay_Bentley được chẩn_đoán dương_tính với triệu_chứng khó thở . Sức_khỏe ông xuống rất nhanh , phổi ông chứa đầy dịch .... “ Nhưng mọi thứ thay_đổi ” – ông nói – “ sau khi tôi kêu_cầu Chúa và Ngài đã bước vào phòng_bệnh , thở một luồng hơi vào phổi tôi ” ._Clay_Bentley – một cảnh_sát_trưởng về hưu ở Georgia – chia_sẻ câu_chuyện về sự phục_hồi kỳ_diệu của mình sau trận chiến đầy cam_go với coronavirus . _______ Clay tin rằng ông bị nhiễm virus sau khi tham_dự một buổi họp_mặt tại Quảng_trường Tự_do ở Cartersville , Georgia , Mỹ . Mọi thứ diễn_biến rất nhanh . Ông đến bệnh_viện ngay sau đó vì “ không_thể thở nổi ” – ông kể – “ Nhưng các bác_sĩ lại cho tôi xuất_viện với lời kết_luận : viêm phổi thông_thường ” . Tuy_nhiên , ông Clay phải nhanh_chóng quay lại bệnh_viện vài ngày sau khi tình_trạng tệ hẳn . Bệnh_viện lại làm xét_nghiệm và xác_nhận ông dương_tính với coronavirus . “ Tôi nằm viện suốt 12 ngày . Vào khoảng ngày thứ 5 hoặc thứ 6 gì đó , các bác_sĩ nói : Chúng_tôi xin_lỗi , chúng_tôi đã thử mọi cách ” – Clay nhớ lại – “ Chúng_tôi đã thử tất_cả các loại kháng_sinh cho ông , thực_hiện tất_cả các xét_nghiệm … ” – một bác_sĩ kết_luận : “ Tình_trạng của ông khá_tệ ” – rồi họ tiếp_tục lấy chất_lỏng ra khỏi phổi Clay … Clay bắt_đầu tuyệt_vọng , kêu_cầu Chúa … “ Bỗng , tôi nghe tiếng Chúa rất rõ_ràng : Con sẽ khỏe lại ! ” “ Tôi thực_sự nghe tiếng Chúa nói với tôi như_vậy ” – ông tiếp – ‘ Con sẽ khỏe ! Con sẽ khỏe ! ’ – tôi vui_mừng lặp lại ! Lúc đó khoảng 3 giờ sáng . “ Dù vài phút trước đó tôi đã đến ngưỡng không thở được nữa , cảm_giác như trên ngực mình có cả một người nằm lên , và hắn nặng đến_nỗi như đang cướp lấy hơi thở nhọc_nhằn cuối_cùng của tôi ” – Bentley nói . “ Rồi đột_nhiên tôi cảm_thấy điều này : một luồng không_khí thổi vào phổi , và tôi biết chắc rằng Chúa ở đó với tôi , Ngài bắt_đầu thổi không_khí vào phổi tôi , tôi hít một hơi thật sâu … ” Sáng hôm sau khi bác_sĩ đến khám cho ông . Họ bất_ngờ , ngạc_nhiên khi thấy hầu_như không còn chất_lỏng nào trong phổi ông nữa , và hỏi có phải ông đã cầu_nguyện ? “ Sáng hôm sau bác_sĩ đến kiểm_tra và nói : ‘ Chuyện gì xảy ra vậy ? Ông hầu_như khỏi hẳn ! Hôm_qua tình_trạng của ông chưa bao_giờ tệ hơn , nhưng sáng nay không còn bất_kỳ chất dịch nào trong phổi ông nữa ! ” . “ Bác_sĩ tiếp : ‘ Tôi chỉ muốn hỏi , liệu có phải ông đã cầu_nguyện không ? ’ Và tôi đáp : ‘_Vâng , thưa bác_sĩ . Tôi đã cầu_nguyện ! ” . “ Bác_sĩ cười : ‘ Tôi cũng từng chứng_kiến thực_tế khi mọi người cầu_nguyện , năng_lượng tích_cực tỏa ra , khiến cơ_thể bắt_đầu tự chữa lành ’ . Nhưng tôi đáp : ‘ Anh có_thể tin bất_cứ điều gì anh muốn , nhưng tôi chắc_chắn với anh rằng : Chúa_Giêsu đã đến phòng tôi đêm qua và chính Ngài đã chữa lành cho tôi ! ” . Nguyên Phạm chuyển_ngữ ( Nguồn : Breitart ; Ảnh : Insider , KLTV , Daily_Mail , Foxác_nhậnews ) Xem thêm",3700,1000,2400
1458,"THÔNG_TIN TỪ C.A TỈNH GIA_LAI Theo thông_báo của Bộ Công_an , qua kiểm_tra các thiết_bị điện_tử do các nước_ngoài trao_tặng ( cho lực_lượng công_an và ngoài ngành công_an ) đã phát_hiện một_số yếu_tố gây mất an_ninh , an_toàn thông_tin , đặc_biệt là một_số điện_thoại_di_động có nguồn_gốc từ Trung_Quốc do Tập_đoàn Hoa_Vĩ ( Huawei ) sản_xuất có nhiều modul , blackbox bị mã_hóa đầu vào đầu_ra không_thể kiểm_tra được .",319,28,51
1465,"Phân_biệt chủng_tộc , bạo_lực súng_đạn , vô_gia_cư vốn là đặc_trưng của nước Mỹ xưa_nay mà !",3,8,0
821,"Thai_giáo đang là một trong những từ khóa được những mẹ bầu quan_tâm đặc_biệt , người_ta tin rằng đứa trẻ được thai_giáo sẽ thông_minh hơn .",1,0,0
663,Triệu Quân_Sự khai từng bị lực_lượng chức_năng phát_hiện và suýt bị bắt trong nhiều ngày bỏ trốn trước đó .,8369,50,9700
1241,"VẾT CẮT TOÁC CẢ CỔ 2 NẠN_NHÂN CHO THẤY HUNG_THỦ PHẢI LÀ MỘT KẺ HẬN_THÙ GHÊ_GỚM , KHÔNG_THỂ LÀ MỘT NGƯỜI "" MUỐN QUAN_HỆ TÌNH_DUC "" GIẢN_ĐƠN NHƯ HẢI Tôi vừa xem toàn_bộ bản ảnh của hồ_sơ vụ án Hồ_Duy_Hải . Tiếc là facebook không cho đăng những ảnh quá kinh_hoàng như vết cắt cổ . Tôi lỡ xem và sợ đêm nay mất_ngủ . Phải nói là sát_thủ quá tàn_độc ._Bản ảnh còn man_rợ còn hơn cả những ảnh hành_hình của phiến_quân IS trên mạng . Tôi khẳng_định hung_thủ phải là người hận_thù ghê_gớm mới có_thể ra_tay kinh_hoàng như thế_này chứ còn tình_huống muốn quan_hệ tình_dục không được rồi đuổi chạy vòng_vòng mà cắt cổ một lúc 2 người thì không bao_giờ , vạn lần không bao_giờ có_thể xảy ra . Không , vạn lần không . Hung_thủ chắc_chắn không_thể là Hồ_Duy_Hải .",172,61,12
1450,"Chiến_dịch đổi trắng thay đen của cộng đảng_Khựa về Coronavirus . Trở_thành_tâm chấn dịch_bệnh Covid-19 khởi đi từ Wuhan , cả tuần nay Khựa đang phát_động một chiến_dịch mang tầm quốc_tế nhằm xóa bỏ ký_ức tập_thể từ trong xứ Khựa lẫn trên cả thế_giới về nguồn_gốc lẫn bản_chất của virus . Bộ_máy tuyên_truyền không ngừng nghỉ đã được khởi_động . Ít_nhất sau hai tháng khi dịch_bệnh coronavirus bắt_đầu và đến nay đã lây_lan sang hơn 90 quốc_gia trên thế_giới , nhà cầm_quyền Khựa_mong < URL > ốn xóa bỏ ký_ức tập_thể ở trong lẫn ngoài quốc_gia này về nguồn_gốc và bản_chất Khựa của virus . Cả tuần nay , một chiến_dịch ngoại_giao và truyền_thông đã được tung ra đầu_tiên nhắm đến việc che_đậy sự ngụy_tạo về ngày_tháng bắt_đầu dịch_bệnh chính_xác . Sự man_trá trong gần hai tháng nay ( ca bệnh đầu_tiên được xác_nhận vào đầu tháng 12 và chỉ được công_bố chính_thức vào ngày 20/01 ) đã cho_phép virus , trong toàn_bộ thời_gian nghỉ Tết , tràn_lan khắp xứ Khựa và trên toàn_cầu . Đối_với Khựa , nguồn_gốc Khựa của virus là không chấp_nhận được . Trong mắt cộng đảng_Khựa thì không_thể chấp_nhận được khi Khựa bị chỉ mặt gọi tên là nguồn của coronavirus . Tất_cả những thứ về virus có liên_quan đến Khựa đều không đáng tin và phải được biến mất trong sử_sách . Vì_thế , đám đại_sứ Khựa ở nước_ngoài đều nhận lệnh phải đi tuyên_truyền bắt_đầu từ các tài_khoản của họ trong Twitter một thông_điệp : “ Ngay khi coronavirus thực_sự bị lây_lan ở Wuhan thì nguồn_gốc của loại virus này vẫn còn là một bí_ẩn . Chúng_tôi đang cố_gắng tìm ra xuất_xứ chính_xác của nó . ” Cùng một luận_điệu , đám ngoại_giao Khựa nhấn_mạnh vào một thực_tế rằng “ những chợ buôn_bán động_vật ở Wuhan ( đến nay đã hoàn_toàn bị dọn sạch_sẽ và có_thể sắp bị phá_hủy hoàn_toàn , không còn chút vết_tích nào – ghi_chú của biên_tập_viên tờ báo ) mà lúc đầu chúng_tôi nghĩ là nguồn_gốc của dịch_bệnh ” thì không phải là tâm chấn của dịch_bệnh nữa . Rỉ_rả dần mối hoài_nghi trong tâm_trí mọi người là bước đầu_tiên để cho phép dung_dưỡng tất_cả các loại thuyết âm_mưu hiện đang lan_truyền rằng một ( trong những ) nguồn_gốc của virus này là từ Mỹ . Virus Khựa đến từ “ virus Nhật_Bản ” . Dối_trá hơn , sứ_quán Khựa tại Tokyo trong tuần qua đã phát_tán cho tất_cả kiều_dân của họ một tin nhắn về một_số hướng_dẫn thực_hành nếu đụng phải … “ coronavirus Nhật_Bản ” . Cứ như_thể virus đã từng có một lần đến Nhật thì mang luôn quốc_tịch Nhật_Bản vậy ._Tokyo không yêu_cầu phải sửa_sai nhưng trò này đã không được ai chú_ý . Đối_diện với nỗi sợ_hãi dịch_bệnh , Tokyo đã hoãn chuyến thăm chính_thức của Xi_Jinping tới nước Nhật được dự_kiến vào tháng 4 này , và sau hai tháng dịch_bệnh bùng_phát , nay đã cấm dân Khựa bước vào lãnh_thổ Nhật_Bản . “ Thế_giới phải cảm_ơn Khựa . ” Truyền_thông nhà_nước những ngày qua đã phát đi các thông_tin về hàng chục ca từ nước_ngoài “ nhập_khẩu ” virus vào Khựa , Ý hoặc Iran , và gợi_ý rằng đây là những người nước_ngoài nay đến lây_nhiễm bệnh_tật cho Khựa , trong khi họ chính là đám Khựa trở về nhà . Cuối_cùng , nhiều thông_điệp chính_thức kêu_gọi “ thế_giới cảm_ơn Khựa ” vì những hy_sinh mà Khựa gánh_chịu trong đấu_tranh chống virus và vì Khựa sẵn_sàng chia_sẻ kinh_nghiệm với những_ai đang cần hôm_nay . Một thứ_trưởng ngoại_giao Khựa tuyên_bố rằng : “ Trong khi tiếp_tục công_tác phòng_chống của chúng_tôi ở Trung_Quốc ( … ) chúng_tôi sẽ cung_cấp , trong khả_năng có_hạn của mình , việc hỗ_trợ cho các nước bên ngoài . ” Đây là một_cách khôn_lỏi để nói rằng nhờ vào cộng đảng_Khựa mà dịch_bệnh đang được kiểm_soát trong khi các nước bên ngoài ngày_nay đang phải đối_mặt . Tờ_báo tiếng Anh của cộng đảng_Khựa là Global_Times hồi tuần trước nhấn_mạnh rằng “ các nước châu_Âu không_thể áp_dụng các biện_pháp cực_đoan như Trung_Quốc đã thực_hiện , ” ý_muốn chứng_tỏ rằng hệ_thống cầm_quyền của Khựa là tốt hơn của các nước phương Tây dân_chủ . Những biện_pháp cách_ly mới nhất ở Ý đã cho thấy điều ngược_lại . Đối_mặt với trò tuyên_truyền của Khựa , Steve_Stang – nhà tội_phạm_học , giáo_sư Viện Trung_Hoa tại London giải_thích rằng : “ Cộng đảng_Khựa luôn độc_quyền về sự_thật và lịch_sử trên khắp xứ Khựa và chúng luôn phủ_nhận mọi hành_vi che_đậy dịch_bệnh từ lúc bắt_đầu ._Đám quan_chức đảng luôn nghĩ rằng họ có lý ngay cả khi tất_cả các chứng_cứ cho thấy họ đã sai . Những cái gọi_là sự_thật của họ , ở Khựa , phải được đặt thành câu hỏi ở phương Tây . Chúng_ta , trong thế_giới dân_chủ , phải vạch_trần trò tuyên_tuyền của cộng đảng_Khựa . ” ---------------------------------- Nguồn : Bài của Dorian_Malovic trên tờ La_Croix , người dịch đặt tựa ._Ảnh của Nicolas_Asfouri / AFP . (",536,49,48
623,"15/3 sẽ là ngày đáng nhớ cho ko chỉ Việt_Nam mà của toàn thế_giới do những gì COVID-19 gây ra ! ! ! - Rạng sáng 15/3 , Pháp 🇫 🇷 ra_lệnh đóng cửa toàn_bộ nhà_hàng , rạp chiếu_phim , cửa_hàng , < URL > ừ ... siêu_thị , trạm xăng , ngân_hàng , tabac , presse báo_chí và pharmacie . Phong_tỏa 1 phần đất_nước . - Chủ_tịch hiệp_hội Y_Tế Ý 🇮 🇹 vừa qua_đời vì Corona_Virus . Hưởng_thọ 67 tuổi ... - Vợ thủ_tướng Canada 🇨 🇦 đã dương_tính Corona_Virus . Ông cũng đang bị cách_ly - Rạng sáng 14/3 vừa_qua , Ba_Lan 🇵 🇱 chính_thức đóng_cửa đất_nước và cảnh_sát sẽ đi tuần khắp nước để chắc_chắn rằng không ai ra đường - Bộ_trưởng Úc 🇦 🇺 dương_tính Corona_Virus ngày 13/3 - Bộ_trưởng văn_hoá Pháp 🇫 🇷 đã nhiễm Corona_Virus được 5 ngày - Tướng cao_cấp Iran 🇮 🇷 đã tử_vong vì Corona Virus hôm_kia , 13/3 - Thứ_trưởng Iran nhiễm_bệnh và Nghị_sĩ Iran , cố_vấn ngoại_trưởng Iran cũng chết vì corona 2 tuần trước - Tây Ban_Nha 🇪 🇸 ngày 13/3 ban lệnh đóng cửa toàn_bộ hàng_quán ngay thủ_đô nước này - Ông Donald_Trump sáng 14/3 ban_bố tình_trạng khẩn_cấp toàn đất_nước_Hoa_Kỳ 🇺 🇸 - Pháp 🇫 🇷 đã đóng cửa các trường hoc vô_thời_hạn - Hàn_Quốc 🇰 🇷 và Trung_Quốc 🇨 🇳 đã tuyên_bố đỉnh_điểm dịch đã qua , chặn_đứng được sự lây_lan virus ở 2 đất_nước này - Czechs vừa tuyên_bố 2 giờ trước đóng cửa toàn_bộ nhà_nước , quán bar tại nước này - Việt_Nam 🇻 🇳 vừa tuyên_bố 3 giờ trước , đóng_cửa toàn_bộ bar , khách_sạn , nhà_hàng , karaoke .. các tụ_điểm vui_chơi toàn quận 1 . Từ_chối các passport ( hộ_chiếu ) châu_Âu nhập_cảnh vào VN._Hủy hàng_loạt các chuyến bay tới VN sau ngày 15/3 , trừ những chuyến đưa người Việt trở về quê_hương . - Nga 🇷 🇺 chặn cửa không cho Ba_Lan 🇵 🇱 và Na_Uy 🇳 🇴 vào để ngăn_chặn Virus - Colombia 🇨 🇴 chặn cửa Venezeula vào để ngăn_chặn virus - Đan_Mạch 🇩 🇰 tuyên_bố đóng cửa_khẩu 4 tuần - Luật_sư của tổng_thống Brazil 🇧 🇷 đã dương_tính với virus nhưng tổng_thống nước này vẫn bác_bỏ ông bị dương_tính ? ! - Giới_chức Hoa_Kỳ 🇺 🇸 ngày 15/3 tuyên_bố Donald_Trump_negative ( âm_tính ) với virus . Nhưng rất nhiều câu hỏi được đặt ra khi ông đã tiếp_xúc trực_tiếp , là F1 với hàng_loạt các lãnh_đạo đã nhiễm Covid-19 trước đó . - Tổng_cộng 155,220 người bị virus trên toàn thế_giới . 5,819 người chết - Rất nhiều đất_nước tiên_tiến trên thế_giới không_thể chữa khỏi 1 ca nhiễm Covid-19 nào như : Brazil , Phần_Lan 🇫 🇮 , Qatar 🇶 🇦 , Iceland 🇮 🇸 , Ireland 🇮 🇪 , Ba_Lan , Czech , Chile 🇨 🇱 ... - Cũng trong 14/3 , Ông Tim_Cook tuyên_bố đóng cửa hơn 400 stores trên toàn thế_giới , để lại 42 stores tại China . - Virus_Covid-19 đã tấn_công đến lãnh_thổ_Châu_Phi ._Nâng tổng_số 146 quốc_gia bị nhiễm virus này . - Anh 🇬 🇧 là nước duy_nhất trên thế_giới hiện_tại hờ_hững với virus và tự cho là có cách đối_phó chống dịch khác_biệt với thế_giới . ( c ) : VFC Xem thêm",1600,214,2300
1162,"Coi đi , báo_chí Pháp họ gọi virus viêm phổi đang bùng phát hiện_nay là VIRUS_CHINOIS ( virus Tàu ) , chẳng phải "" kiêng_kỵ "" để gọi bằng thuật_ngữ chỉ dành cho giới y_học "" COVID-19 "" - nên nhớ : người Pháp có dân_trí cao , nhưng không mắc gì phải bày_vẽ , gọi rườm_rà dây cà dây_muống "" COVID-19 "" làm chi cho má nó khi ( khinh ) ! Gọi "" virus Tàu "" , cũng giống như trước_đây gọi "" viêm não_Nhựt_Bổn "" , là chuyện hết_sức đại_chúng , bình_thường . Tắt một lời , nhân_loại đang phải đối_phó với ĐẠI_DỊCH ... V.C ( virus chinois ) ! * Ban_đầu mọi người gọi là "" virus Vũ_Hán "" viêm đường_hô_hấp ( biết ngay nơi xuất_phát là Vũ_Hán bên Tàu ) , gọn bâng , dễ nhớ . Rồi ... mọi thứ đều từ Tedros người Ethiopia ( châu_Phi ) , tổng_giám_đốc WHO , đã quỵ lụy làm theo yêu_cầu của Bắc_Kinh là đổi tên "" COVID-19 "" ( COronaVIrus_Disease-19 : Dịch_bệnh virus Corona-năm 2019 ) . Với tên gọi này , về sau chẳng còn ai biết đại_dịch này từ đâu ( ngoại_trừ giới y_học ) . Huỳnh_Chi_Phong ( Joshua_Wong ) rất thông_minh diễn_giải "" COVID-19 "" thành ... "" China Originated Virus_In_December-19 "" : "" Tàu đã khởi_phát virus vào tháng 12 năm 2019 "" ! Tưởng bôi xóa được ký_ức về việc khởi_sự dịch_bệnh , hả Tập ( và gã "" trí ngủ "" Tedros ) ? Tưởng vậy là tưởng_bở . Nhân_loại không bao_giờ quên vụ dịch vật này đâu .",1500,69,136
212,"Trung_Quốc ghi_nhận thêm 30 ca thiệt_mạng vì Covid-19 trong ngày 5/3 , con_số thấp nhất kể từ khi cập_nhật số_liệu về tình_hình_dịch . Hầu_hết các bệnh_nhân thiệt_mạng đều ở tỉnh Hồ_Bắc . Cũng trong ngày 5/3 , Trung_Quốc có thêm 143 ca nhiễm mới , tăng 4 ca so với số ca nhiễm trong ngày 4/3 . Tính tới hiện_tại Trung_Quốc ghi_nhận 80.552 ca nhiễm Covid-19 , 3.042 trong số đó thiệt_mạng . 53.753 người được chữa khỏi . Trương_Bá_Lễ , chuyên_gia trong Tổ chỉ_đạo Trung_ương phòng_chống dịch_Covid-19 của Trung_Quốc dự_báo tới giữa tháng 3 , các địa_phương ngoài Hồ_Bắc sẽ không còn các ca nhiễm mới . Nửa tháng sau đó , số ca nhiễm của Vũ_Hán sẽ xuống dần xuống mốc 0 . Tuy_nhiên , ông Trương cảnh_báo việc không còn bệnh_nhân không có nghĩa là virus nCoV đã biến mất bởi vẫn có_thể có các ca nhiễm mới từ du_khách nước_ngoài .",8,1,30
1035,"Sau 4 đến 6 giờ dùng thuốc , 350 bệnh_nhân ở mọi độ tuổi đã phục_hồi hoàn_toàn . Các bệnh_nhân này đều được điều_trị tại nhà , không ai phải nhập_viện , đặt nội khí_quản hay tử_vong . Hỗn_hợp thuốc điều_trị gồm thuốc trị sốt_rét , kháng_sinh azithromycin và kẽm sunphat . 😁 😆 🤗 👍",3800,442,2800
1463,"# * * SAU 40 NĂM , 1.600 CHIẾN_SĨ ANH_HÙNG ĐƯỢC NHẬN HUY_HIỆU ! * * # * * Tuy toàn văn_bài báo không đăng rõ thông_tin các chiến_sĩ đánh nhau với kẻ_thù nào ? kẻ_thù xâm_lược đến từ nước nào ? nhưng em thì em tự_tin đoán_mò kẻ_thù đó là 60 vạn quân bành_trướng xâm_lược dã_man khát_máu đến từ trung_quốc ( tức_là những đồng_chí bạn_vàng đểu giả_định đánh_úp quân ta ) * * # * * Việc trao_tặng huy_hiệu lần này cũng đã là sự dũng_cảm tiến_bộ ghi_nhận vinh_danh các chiến_sĩ tham_gia cuộc_chiến bảo_vệ tổ_quốc ngăn_chặn sự bành_trướng xâm_lăng của nước phía bắc ( Tức_là các đồng_chí trung_quốc đểu_giả tham_lam khát_máu ) ! Sau 40 năm , thời_gian hơn nửa đời người , tuy muộn_màng nhưng cũng là niềm động_viên an_ủi cần_thiết cho những người lính còn sống và cả những người lính đã mất ! * * # * * Cuộc_chiến biên_giới 1979 : Trao huy_hiệu cho hơn 1.600 chiến sỹ Sư_đoàn 338 * * # [ * * Sáng nay ( ngày 17/02/2019 ) , tại Hà_Nội , Đoàn 338 đã trao huy_hiệu cho hơn 1.600 cán_bộ , chiến sỹ nhân kỷ_niệm 40 năm cuộc_chiến biên_giới phía Bắc . * * ] ( <_URL_> ) [ [ ] ( <_URL_> ) < URL > ] ( <_URL_> )",224,76,63
1492,"Sau thời_gian lúng_túng ban_đầu có_thể là do bùng dịch ngoài dự_kiến , Trung_Quốc đã có những bước_đi hết_sức bài_bản khi chậm công_bố dịch , để 5 triệu lượt người đi khắp nơi lây_nhiễm cho toàn_cầu , thu_gom hàng triệu khẩu_trang và thiết_bị y_tế , cấm xuất_khẩu các thiết_bị y_tế rồi sau đó áp_dụng “ ngoại_giao khẩu_trang ” để gây sức_ép với các nước phương Tây .",22,1,3
727,"Đầm sen trắng đẹp hút hồn ở ngoại_thành Hà_Nội , khách lặn_lội đi từ 5 h sáng đến chụp ảnh",3,0,10
701,giảm mức này có hài_lòng k các cụ chủ [ < URL > ] ( <_URL_> ),7,0,1
1022,"Biến căng ._VTV bị kiện đòi 600 triệu đô la vì tội phỉ_báng và bôi_nhọ . Bôi_nhọ dân quen_thói rồi , giờ vỡ mặt với doanh_nghiệp Mỹ nhá 😂 Xem thêm tin ở đây : < URL > < URL > < URL > < URL > < URL > Nguồ < URL >",110,39,16
1536,"Tàu nó chơi cả thế_giới , Anh Mỹ hay bất_kể ai vẫn bị ăn đòn như thường ! Còn có niềm tin về 4 vàng 16 tốt thì vẫn nhục như nghìn năm qua ; bộ_mặt của Tàu nó rõ_rệt vậy rồi mà không thoát ra được . Nghe tin BCA đang điều_tra việc mua_sắm thiết_bị y_tế , có_vẻ như đại_dịch cũng khiến cho khối kẻ giàu nhanh lên ra_phết 😡 Rồi sẽ lại ra một mớ quan tham ...",59,16,3
234,"Trận đấu "" siêu kinh_điển "" giữa 2 ông vua làng bi-a Việt là Quyết_Chiến và Nguyễn_Cao_Nhân Minh_Quân đã kết_thúc với tỉ_số hết_sức bất_ngờ",144,0,10
1007,"Tư_nhiên ban_đêm đem quân tấn_công vào nhà người dân , không một Thông_báo , không một quyết điinh , mà giờ lại nói dân tấn_công mình . Vô_lý thật ! ! ! Cái việc đốt xác CA cũng vô_lý luôn , thậm_chí tôi nghi_ngờ các anh tự dựng chuyện , vì thông_tin mập_mờ , hiện_trường cũng không thể_hiện dân giết CA. Mà tôi nói này ngay cả khi dân có đốt các anh CA cũng không sai , vì ác anh vào nhà dân không có hợp_pháp như vậy thì giống như ăn_cướp thì dân có quyền tự_vệ . Nếu các anh CA đàng_hoàng thì các anh hãy chưng ra_lệnh bắt , có lý_do rõ_ràng xem nào . Từ ngày khai_sinh nước VN chưa thấy chế_độ_nào giết dân kiểu vô_pháp như_vậy .",2,0,0
978,"Xung_quanh ca nhiễm Covid-19 thứ 17 tại Việt_Nam I_Bản_tin về virus corona ngày 7.3.2020 Bản_tin về virus corona của Báo Thanh_Niên trực_tiếp truyền_hình lúc 19 giờ trên < URL > , kênh YouTube Báo Thanh_Niên , facebook Báo Thanh_Niên và trang Báo Thanh_Niên trên mạng xã_hội Lotus . Thông_tin mới , đầy_đủ nhất về diễn_biến của dịch_bệnh Covid-19 do chủng mới của virus corona ở trong nước và quốc_tế . Bệnh_nhân thứ 17 dương_tính với virus corona . Kết_quả xét_nghiệm những người xung_quanh có khả_năng lây_nhiễm của bệnh_nhân thứ 17 . Biện_pháp tăng_cường phòng_dịch tại Hà_Nội và Hải_Phòng . # Covid19 # corona # viruscorona # virútcorona # nCoV # viêmphổiVũHán # BảntinCorona",593,50,1570
67,"HDBank tiếp_tục dành thêm 10.000 tỷ đồng hỗ_trợ cho khách_hàng doanh_nghiệp siêu nhỏ , hộ kinh_doanh cá_thể , cá_nhân ưu_đãi lãi_suất vay giảm 2-4 , 5 % một năm .",151,1,40
24,"Không còn là "" cô nàng đầu trọc "" như trước đây , mái_tóc tém năng_động giúp Thuỷ_Tiên có một diện_mạo mới đầy cá_tính . ❤ ️",3047,36,180
216,"Để công_nhân “ đi sớm về khuya , nhất_là chị_em phụ_nữ , không bị đe_dọa tính_mạng , tài_sản ” ...",4979,29,690
812,""" ... Mỹ hiện đang hợp_tác cùng Úc , Ấn_Độ , Nhật_Bản , New_Zealand , Hàn_Quốc và Việt_Nam để thúc_đẩy kinh_tế toàn_cầu , giảm sự lệ_thuộc vào chuỗi cung_ứng của Trung_Quốc . Ấn_Độ sẵn_sàng dành ra 461.589 hécta đất trên khắp cả nước cho mục_đích thu_hút công_ty sản_xuất rời Trung_Quốc , đặc_biệt là công_ty Mỹ . Quỹ đất khổng_lồ trên gần gấp đôi diện_tích của quốc_gia châu_Âu_Luxembourg ( 243.000 hécta ) . Chính_quyền Thủ_tướng Narendra_Modi nhận ra cơ_hội lớn từ việc các nhà_sản_xuất rục_rịch rút khỏi Trung_Quốc vì đại_dịch Covid-19 . "" .",175,8,36
